Domain Code,Domain,Area Code,Area,Indicator Code,Indicator,Sex Code,Sex,Year Code,Year,Element Code,Element,Source Code,Source,Unit,Value,Flag,Flag Description,Note
OEA,Employment Indicators: Agriculture,237,Viet Nam,21144,"Employment in agriculture, forestry and fishing - ILO modelled estimates",1,Total,2011,2011,6199,Value,3043,ILO - ILO Modelled Estimates,1000 No,24505.54,X,Figure from international organizations,Adjusted
OEA,Employment Indicators: Agriculture,237,Viet Nam,21144,"Employment in agriculture, forestry and fishing - ILO modelled estimates",1,Total,2012,2012,6199,Value,3043,ILO - ILO Modelled Estimates,1000 No,24320.91,X,Figure from international organizations,Adjusted
OEA,Employment Indicators: Agriculture,237,Viet Nam,21144,"Employment in agriculture, forestry and fishing - ILO modelled estimates",1,Total,2013,2013,6199,Value,3043,ILO - ILO Modelled Estimates,1000 No,24534.72,X,Figure from international organizations,Adjusted
OEA,Employment Indicators: Agriculture,237,Viet Nam,21144,"Employment in agriculture, forestry and fishing - ILO modelled estimates",1,Total,2014,2014,6199,Value,3043,ILO - ILO Modelled Estimates,1000 No,24597.02,X,Figure from international organizations,Adjusted
OEA,Employment Indicators: Agriculture,237,Viet Nam,21144,"Employment in agriculture, forestry and fishing - ILO modelled estimates",1,Total,2015,2015,6199,Value,3043,ILO - ILO Modelled Estimates,1000 No,23547.92,X,Figure from international organizations,Adjusted
OEA,Employment Indicators: Agriculture,237,Viet Nam,21144,"Employment in agriculture, forestry and fishing - ILO modelled estimates",1,Total,2016,2016,6199,Value,3043,ILO - ILO Modelled Estimates,1000 No,22467.43,X,Figure from international organizations,Adjusted
OEA,Employment Indicators: Agriculture,237,Viet Nam,21144,"Employment in agriculture, forestry and fishing - ILO modelled estimates",1,Total,2017,2017,6199,Value,3043,ILO - ILO Modelled Estimates,1000 No,21672.13,X,Figure from international organizations,Adjusted
OEA,Employment Indicators: Agriculture,237,Viet Nam,21144,"Employment in agriculture, forestry and fishing - ILO modelled estimates",1,Total,2018,2018,6199,Value,3043,ILO - ILO Modelled Estimates,1000 No,20599.35,X,Figure from international organizations,Adjusted
OEA,Employment Indicators: Agriculture,237,Viet Nam,21144,"Employment in agriculture, forestry and fishing - ILO modelled estimates",1,Total,2019,2019,6199,Value,3043,ILO - ILO Modelled Estimates,1000 No,19217.62,X,Figure from international organizations,
OEA,Employment Indicators: Agriculture,237,Viet Nam,21144,"Employment in agriculture, forestry and fishing - ILO modelled estimates",1,Total,2020,2020,6199,Value,3043,ILO - ILO Modelled Estimates,1000 No,17480.94,X,Figure from international organizations,Adjusted
OEA,Employment Indicators: Agriculture,237,Viet Nam,21144,"Employment in agriculture, forestry and fishing - ILO modelled estimates",1,Total,2021,2021,6199,Value,3043,ILO - ILO Modelled Estimates,1000 No,15604.1,X,Figure from international organizations,Adjusted
OEA,Employment Indicators: Agriculture,237,Viet Nam,21144,"Employment in agriculture, forestry and fishing - ILO modelled estimates",2,Male,1991,1991,6199,Value,3043,ILO - ILO Modelled Estimates,1000 No,11695.29,X,Figure from international organizations,Adjusted
OEA,Employment Indicators: Agriculture,237,Viet Nam,21144,"Employment in agriculture, forestry and fishing - ILO modelled estimates",2,Male,1992,1992,6199,Value,3043,ILO - ILO Modelled Estimates,1000 No,11903.21,X,Figure from international organizations,Adjusted
OEA,Employment Indicators: Agriculture,237,Viet Nam,21144,"Employment in agriculture, forestry and fishing - ILO modelled estimates",2,Male,1993,1993,6199,Value,3043,ILO - ILO Modelled Estimates,1000 No,12072.67,X,Figure from international organizations,Adjusted
OEA,Employment Indicators: Agriculture,237,Viet Nam,21144,"Employment in agriculture, forestry and fishing - ILO modelled estimates",2,Male,1994,1994,6199,Value,3043,ILO - ILO Modelled Estimates,1000 No,12233.84,X,Figure from international organizations,Adjusted
OEA,Employment Indicators: Agriculture,237,Viet Nam,21144,"Employment in agriculture, forestry and fishing - ILO modelled estimates",2,Male,1995,1995,6199,Value,3043,ILO - ILO Modelled Estimates,1000 No,12392.65,X,Figure from international organizations,Adjusted
OEA,Employment Indicators: Agriculture,237,Viet Nam,21144,"Employment in agriculture, forestry and fishing - ILO modelled estimates",2,Male,1996,1996,6199,Value,3043,ILO - ILO Modelled Estimates,1000 No,12542.5,X,Figure from international organizations,Adjusted
OEA,Employment Indicators: Agriculture,237,Viet Nam,21144,"Employment in agriculture, forestry and fishing - ILO modelled estimates",2,Male,1997,1997,6199,Value,3043,ILO - ILO Modelled Estimates,1000 No,11686.52,X,Figure from international organizations,Adjusted
OEA,Employment Indicators: Agriculture,237,Viet Nam,21144,"Employment in agriculture, forestry and fishing - ILO modelled estimates",2,Male,1998,1998,6199,Value,3043,ILO - ILO Modelled Estimates,1000 No,11906.41,X,Figure from international organizations,Adjusted
OEA,Employment Indicators: Agriculture,237,Viet Nam,21144,"Employment in agriculture, forestry and fishing - ILO modelled estimates",2,Male,1999,1999,6199,Value,3043,ILO - ILO Modelled Estimates,1000 No,12279.77,X,Figure from international organizations,Adjusted
OEA,Employment Indicators: Agriculture,237,Viet Nam,21144,"Employment in agriculture, forestry and fishing - ILO modelled estimates",2,Male,2000,2000,6199,Value,3043,ILO - ILO Modelled Estimates,1000 No,12409.02,X,Figure from international organizations,Adjusted
OEA,Employment Indicators: Agriculture,237,Viet Nam,21144,"Employment in agriculture, forestry and fishing - ILO modelled estimates",2,Male,2001,2001,6199,Value,3043,ILO - ILO Modelled Estimates,1000 No,12600.94,X,Figure from international organizations,Adjusted
OEA,Employment Indicators: Agriculture,237,Viet Nam,21144,"Employment in agriculture, forestry and fishing - ILO modelled estimates",2,Male,2002,2002,6199,Value,3043,ILO - ILO Modelled Estimates,1000 No,12443.19,X,Figure from international organizations,Adjusted
OEA,Employment Indicators: Agriculture,237,Viet Nam,21144,"Employment in agriculture, forestry and fishing - ILO modelled estimates",2,Male,2003,2003,6199,Value,3043,ILO - ILO Modelled Estimates,1000 No,11985.09,X,Figure from international organizations,Adjusted
OEA,Employment Indicators: Agriculture,237,Viet Nam,21144,"Employment in agriculture, forestry and fishing - ILO modelled estimates",2,Male,2004,2004,6199,Value,3043,ILO - ILO Modelled Estimates,1000 No,11823.8,X,Figure from international organizations,Adjusted
OEA,Employment Indicators: Agriculture,237,Viet Nam,21144,"Employment in agriculture, forestry and fishing - ILO modelled estimates",2,Male,2005,2005,6199,Value,3043,ILO - ILO Modelled Estimates,1000 No,11552.59,X,Figure from international organizations,Adjusted
OEA,Employment Indicators: Agriculture,237,Viet Nam,21144,"Employment in agriculture, forestry and fishing - ILO modelled estimates",2,Male,2006,2006,6199,Value,3043,ILO - ILO Modelled Estimates,1000 No,11223.76,X,Figure from international organizations,Adjusted
OEA,Employment Indicators: Agriculture,237,Viet Nam,21144,"Employment in agriculture, forestry and fishing - ILO modelled estimates",2,Male,2007,2007,6199,Value,3043,ILO - ILO Modelled Estimates,1000 No,11011.53,X,Figure from international organizations,Adjusted
OEA,Employment Indicators: Agriculture,237,Viet Nam,21144,"Employment in agriculture, forestry and fishing - ILO modelled estimates",2,Male,2008,2008,6199,Value,3043,ILO - ILO Modelled Estimates,1000 No,11162.92,X,Figure from international organizations,Adjusted
OEA,Employment Indicators: Agriculture,237,Viet Nam,21144,"Employment in agriculture, forestry and fishing - ILO modelled estimates",2,Male,2009,2009,6199,Value,3043,ILO - ILO Modelled Estimates,1000 No,11261.91,X,Figure from international organizations,Adjusted
OEA,Employment Indicators: Agriculture,237,Viet Nam,21144,"Employment in agriculture, forestry and fishing - ILO modelled estimates",2,Male,2010,2010,6199,Value,3043,ILO - ILO Modelled Estimates,1000 No,11925.15,X,Figure from international organizations,Adjusted
OEA,Employment Indicators: Agriculture,237,Viet Nam,21144,"Employment in agriculture, forestry and fishing - ILO modelled estimates",2,Male,2011,2011,6199,Value,3043,ILO - ILO Modelled Estimates,1000 No,12003.96,X,Figure from international organizations,Adjusted
OEA,Employment Indicators: Agriculture,237,Viet Nam,21144,"Employment in agriculture, forestry and fishing - ILO modelled estimates",2,Male,2012,2012,6199,Value,3043,ILO - ILO Modelled Estimates,1000 No,11975.79,X,Figure from international organizations,Adjusted
OEA,Employment Indicators: Agriculture,237,Viet Nam,21144,"Employment in agriculture, forestry and fishing - ILO modelled estimates",2,Male,2013,2013,6199,Value,3043,ILO - ILO Modelled Estimates,1000 No,12090.89,X,Figure from international organizations,Adjusted
OEA,Employment Indicators: Agriculture,237,Viet Nam,21144,"Employment in agriculture, forestry and fishing - ILO modelled estimates",2,Male,2014,2014,6199,Value,3043,ILO - ILO Modelled Estimates,1000 No,12162.51,X,Figure from international organizations,Adjusted
OEA,Employment Indicators: Agriculture,237,Viet Nam,21144,"Employment in agriculture, forestry and fishing - ILO modelled estimates",2,Male,2015,2015,6199,Value,3043,ILO - ILO Modelled Estimates,1000 No,11771.02,X,Figure from international organizations,Adjusted
OEA,Employment Indicators: Agriculture,237,Viet Nam,21144,"Employment in agriculture, forestry and fishing - ILO modelled estimates",2,Male,2016,2016,6199,Value,3043,ILO - ILO Modelled Estimates,1000 No,11153.06,X,Figure from international organizations,Adjusted
OEA,Employment Indicators: Agriculture,237,Viet Nam,21144,"Employment in agriculture, forestry and fishing - ILO modelled estimates",2,Male,2017,2017,6199,Value,3043,ILO - ILO Modelled Estimates,1000 No,10830.14,X,Figure from international organizations,Adjusted
OEA,Employment Indicators: Agriculture,237,Viet Nam,21144,"Employment in agriculture, forestry and fishing - ILO modelled estimates",2,Male,2018,2018,6199,Value,3043,ILO - ILO Modelled Estimates,1000 No,10425.37,X,Figure from international organizations,Adjusted
OEA,Employment Indicators: Agriculture,237,Viet Nam,21144,"Employment in agriculture, forestry and fishing - ILO modelled estimates",2,Male,2019,2019,6199,Value,3043,ILO - ILO Modelled Estimates,1000 No,9648.03,X,Figure from international organizations,Adjusted
OEA,Employment Indicators: Agriculture,237,Viet Nam,21144,"Employment in agriculture, forestry and fishing - ILO modelled estimates",2,Male,2020,2020,6199,Value,3043,ILO - ILO Modelled Estimates,1000 No,8859.4,X,Figure from international organizations,Adjusted
OEA,Employment Indicators: Agriculture,237,Viet Nam,21144,"Employment in agriculture, forestry and fishing - ILO modelled estimates",2,Male,2021,2021,6199,Value,3043,ILO - ILO Modelled Estimates,1000 No,8152.81,X,Figure from international organizations,Adjusted
OEA,Employment Indicators: Agriculture,237,Viet Nam,21144,"Employment in agriculture, forestry and fishing - ILO modelled estimates",3,Female,1991,1991,6199,Value,3043,ILO - ILO Modelled Estimates,1000 No,12368.9,X,Figure from international organizations,Adjusted
OEA,Employment Indicators: Agriculture,237,Viet Nam,21144,"Employment in agriculture, forestry and fishing - ILO modelled estimates",3,Female,1992,1992,6199,Value,3043,ILO - ILO Modelled Estimates,1000 No,12486.15,X,Figure from international organizations,Adjusted
OEA,Employment Indicators: Agriculture,237,Viet Nam,21144,"Employment in agriculture, forestry and fishing - ILO modelled estimates",3,Female,1993,1993,6199,Value,3043,ILO - ILO Modelled Estimates,1000 No,12572.63,X,Figure from international organizations,Adjusted
OEA,Employment Indicators: Agriculture,237,Viet Nam,21144,"Employment in agriculture, forestry and fishing - ILO modelled estimates",3,Female,1994,1994,6199,Value,3043,ILO - ILO Modelled Estimates,1000 No,12644.7,X,Figure from international organizations,Adjusted
OEA,Employment Indicators: Agriculture,237,Viet Nam,21144,"Employment in agriculture, forestry and fishing - ILO modelled estimates",3,Female,1995,1995,6199,Value,3043,ILO - ILO Modelled Estimates,1000 No,12712.27,X,Figure from international organizations,Adjusted
OEA,Employment Indicators: Agriculture,237,Viet Nam,21144,"Employment in agriculture, forestry and fishing - ILO modelled estimates",3,Female,1996,1996,6199,Value,3043,ILO - ILO Modelled Estimates,1000 No,12782.45,X,Figure from international organizations,Adjusted
OEA,Employment Indicators: Agriculture,237,Viet Nam,21144,"Employment in agriculture, forestry and fishing - ILO modelled estimates",3,Female,1997,1997,6199,Value,3043,ILO - ILO Modelled Estimates,1000 No,11905,X,Figure from international organizations,Adjusted
OEA,Employment Indicators: Agriculture,237,Viet Nam,21144,"Employment in agriculture, forestry and fishing - ILO modelled estimates",3,Female,1998,1998,6199,Value,3043,ILO - ILO Modelled Estimates,1000 No,12111.86,X,Figure from international organizations,Adjusted
OEA,Employment Indicators: Agriculture,237,Viet Nam,21144,"Employment in agriculture, forestry and fishing - ILO modelled estimates",3,Female,1999,1999,6199,Value,3043,ILO - ILO Modelled Estimates,1000 No,12396.02,X,Figure from international organizations,Adjusted
OEA,Employment Indicators: Agriculture,237,Viet Nam,21144,"Employment in agriculture, forestry and fishing - ILO modelled estimates",3,Female,2000,2000,6199,Value,3043,ILO - ILO Modelled Estimates,1000 No,12597.71,X,Figure from international organizations,Adjusted
OEA,Employment Indicators: Agriculture,237,Viet Nam,21144,"Employment in agriculture, forestry and fishing - ILO modelled estimates",3,Female,2001,2001,6199,Value,3043,ILO - ILO Modelled Estimates,1000 No,12608.04,X,Figure from international organizations,Adjusted
OEA,Employment Indicators: Agriculture,237,Viet Nam,21144,"Employment in agriculture, forestry and fishing - ILO modelled estimates",3,Female,2002,2002,6199,Value,3043,ILO - ILO Modelled Estimates,1000 No,12536.83,X,Figure from international organizations,Adjusted
OEA,Employment Indicators: Agriculture,237,Viet Nam,21144,"Employment in agriculture, forestry and fishing - ILO modelled estimates",3,Female,2003,2003,6199,Value,3043,ILO - ILO Modelled Estimates,1000 No,12363.73,X,Figure from international organizations,Adjusted
OEA,Employment Indicators: Agriculture,237,Viet Nam,21144,"Employment in agriculture, forestry and fishing - ILO modelled estimates",3,Female,2004,2004,6199,Value,3043,ILO - ILO Modelled Estimates,1000 No,12124.17,X,Figure from international organizations,Adjusted
OEA,Employment Indicators: Agriculture,237,Viet Nam,21144,"Employment in agriculture, forestry and fishing - ILO modelled estimates",3,Female,2005,2005,6199,Value,3043,ILO - ILO Modelled Estimates,1000 No,11925.23,X,Figure from international organizations,Adjusted
OEA,Employment Indicators: Agriculture,237,Viet Nam,21144,"Employment in agriculture, forestry and fishing - ILO modelled estimates",3,Female,2006,2006,6199,Value,3043,ILO - ILO Modelled Estimates,1000 No,11657.41,X,Figure from international organizations,Adjusted
OEA,Employment Indicators: Agriculture,237,Viet Nam,21144,"Employment in agriculture, forestry and fishing - ILO modelled estimates",3,Female,2007,2007,6199,Value,3043,ILO - ILO Modelled Estimates,1000 No,11542.75,X,Figure from international organizations,Adjusted
OEA,Employment Indicators: Agriculture,237,Viet Nam,21144,"Employment in agriculture, forestry and fishing - ILO modelled estimates",3,Female,2008,2008,6199,Value,3043,ILO - ILO Modelled Estimates,1000 No,11710.7,X,Figure from international organizations,Adjusted
OEA,Employment Indicators: Agriculture,237,Viet Nam,21144,"Employment in agriculture, forestry and fishing - ILO modelled estimates",3,Female,2009,2009,6199,Value,3043,ILO - ILO Modelled Estimates,1000 No,11817.62,X,Figure from international organizations,Adjusted
OEA,Employment Indicators: Agriculture,237,Viet Nam,21144,"Employment in agriculture, forestry and fishing - ILO modelled estimates",3,Female,2010,2010,6199,Value,3043,ILO - ILO Modelled Estimates,1000 No,12370.09,X,Figure from international organizations,Adjusted
OEA,Employment Indicators: Agriculture,237,Viet Nam,21144,"Employment in agriculture, forestry and fishing - ILO modelled estimates",3,Female,2011,2011,6199,Value,3043,ILO - ILO Modelled Estimates,1000 No,12517.5,X,Figure from international organizations,Adjusted
OEA,Employment Indicators: Agriculture,237,Viet Nam,21144,"Employment in agriculture, forestry and fishing - ILO modelled estimates",3,Female,2012,2012,6199,Value,3043,ILO - ILO Modelled Estimates,1000 No,12358.43,X,Figure from international organizations,Adjusted
OEA,Employment Indicators: Agriculture,237,Viet Nam,21144,"Employment in agriculture, forestry and fishing - ILO modelled estimates",3,Female,2013,2013,6199,Value,3043,ILO - ILO Modelled Estimates,1000 No,12456.47,X,Figure from international organizations,Adjusted
OEA,Employment Indicators: Agriculture,237,Viet Nam,21144,"Employment in agriculture, forestry and fishing - ILO modelled estimates",3,Female,2014,2014,6199,Value,3043,ILO - ILO Modelled Estimates,1000 No,12446.2,X,Figure from international organizations,Adjusted
OEA,Employment Indicators: Agriculture,237,Viet Nam,21144,"Employment in agriculture, forestry and fishing - ILO modelled estimates",3,Female,2015,2015,6199,Value,3043,ILO - ILO Modelled Estimates,1000 No,11786.25,X,Figure from international organizations,Adjusted
OEA,Employment Indicators: Agriculture,237,Viet Nam,21144,"Employment in agriculture, forestry and fishing - ILO modelled estimates",3,Female,2016,2016,6199,Value,3043,ILO - ILO Modelled Estimates,1000 No,11325.08,X,Figure from international organizations,Adjusted
OEA,Employment Indicators: Agriculture,237,Viet Nam,21144,"Employment in agriculture, forestry and fishing - ILO modelled estimates",3,Female,2017,2017,6199,Value,3043,ILO - ILO Modelled Estimates,1000 No,10850.68,X,Figure from international organizations,Adjusted
OEA,Employment Indicators: Agriculture,237,Viet Nam,21144,"Employment in agriculture, forestry and fishing - ILO modelled estimates",3,Female,2018,2018,6199,Value,3043,ILO - ILO Modelled Estimates,1000 No,10180.71,X,Figure from international organizations,Adjusted
OEA,Employment Indicators: Agriculture,237,Viet Nam,21144,"Employment in agriculture, forestry and fishing - ILO modelled estimates",3,Female,2019,2019,6199,Value,3043,ILO - ILO Modelled Estimates,1000 No,9577.95,X,Figure from international organizations,Adjusted
OEA,Employment Indicators: Agriculture,237,Viet Nam,21144,"Employment in agriculture, forestry and fishing - ILO modelled estimates",3,Female,2020,2020,6199,Value,3043,ILO - ILO Modelled Estimates,1000 No,8625.89,X,Figure from international organizations,Adjusted
OEA,Employment Indicators: Agriculture,237,Viet Nam,21144,"Employment in agriculture, forestry and fishing - ILO modelled estimates",3,Female,2021,2021,6199,Value,3043,ILO - ILO Modelled Estimates,1000 No,7449.14,X,Figure from international organizations,Adjusted
OEA,Employment Indicators: Agriculture,237,Viet Nam,21085,Agriculture value added per worker (constant 2015 US$),1,Total,1991,1991,6228,Value,3043,ILO - ILO Modelled Estimates,USD,557.6,X,Figure from international organizations,
OEA,Employment Indicators: Agriculture,237,Viet Nam,21085,Agriculture value added per worker (constant 2015 US$),1,Total,1992,1992,6228,Value,3043,ILO - ILO Modelled Estimates,USD,589.09,X,Figure from international organizations,
OEA,Employment Indicators: Agriculture,237,Viet Nam,21085,Agriculture value added per worker (constant 2015 US$),1,Total,1993,1993,6228,Value,3043,ILO - ILO Modelled Estimates,USD,605.24,X,Figure from international organizations,
OEA,Employment Indicators: Agriculture,237,Viet Nam,21085,Agriculture value added per worker (constant 2015 US$),1,Total,1994,1994,6228,Value,3043,ILO - ILO Modelled Estimates,USD,623.08,X,Figure from international organizations,
OEA,Employment Indicators: Agriculture,237,Viet Nam,21085,Agriculture value added per worker (constant 2015 US$),1,Total,1995,1995,6228,Value,3043,ILO - ILO Modelled Estimates,USD,647.1,X,Figure from international organizations,
OEA,Employment Indicators: Agriculture,237,Viet Nam,21085,Agriculture value added per worker (constant 2015 US$),1,Total,1996,1996,6228,Value,3043,ILO - ILO Modelled Estimates,USD,669.69,X,Figure from international organizations,
OEA,Employment Indicators: Agriculture,237,Viet Nam,21085,Agriculture value added per worker (constant 2015 US$),1,Total,1997,1997,6228,Value,3043,ILO - ILO Modelled Estimates,USD,750.07,X,Figure from international organizations,
OEA,Employment Indicators: Agriculture,237,Viet Nam,21085,Agriculture value added per worker (constant 2015 US$),1,Total,1998,1998,6228,Value,3043,ILO - ILO Modelled Estimates,USD,762.73,X,Figure from international organizations,
OEA,Employment Indicators: Agriculture,237,Viet Nam,21085,Agriculture value added per worker (constant 2015 US$),1,Total,1999,1999,6228,Value,3043,ILO - ILO Modelled Estimates,USD,781.17,X,Figure from international organizations,
OEA,Employment Indicators: Agriculture,237,Viet Nam,21085,Agriculture value added per worker (constant 2015 US$),1,Total,2000,2000,6228,Value,3043,ILO - ILO Modelled Estimates,USD,806.69,X,Figure from international organizations,
OEA,Employment Indicators: Agriculture,237,Viet Nam,21085,Agriculture value added per worker (constant 2015 US$),1,Total,2001,2001,6228,Value,3043,ILO - ILO Modelled Estimates,USD,824.07,X,Figure from international organizations,
OEA,Employment Indicators: Agriculture,237,Viet Nam,21085,Agriculture value added per worker (constant 2015 US$),1,Total,2002,2002,6228,Value,3043,ILO - ILO Modelled Estimates,USD,866.28,X,Figure from international organizations,
OEA,Employment Indicators: Agriculture,237,Viet Nam,21085,Agriculture value added per worker (constant 2015 US$),1,Total,2003,2003,6228,Value,3043,ILO - ILO Modelled Estimates,USD,921.1,X,Figure from international organizations,
OEA,Employment Indicators: Agriculture,237,Viet Nam,21085,Agriculture value added per worker (constant 2015 US$),1,Total,2004,2004,6228,Value,3043,ILO - ILO Modelled Estimates,USD,977.38,X,Figure from international organizations,
OEA,Employment Indicators: Agriculture,237,Viet Nam,21085,Agriculture value added per worker (constant 2015 US$),1,Total,2005,2005,6228,Value,3043,ILO - ILO Modelled Estimates,USD,1037.03,X,Figure from international organizations,
OEA,Employment Indicators: Agriculture,237,Viet Nam,21085,Agriculture value added per worker (constant 2015 US$),1,Total,2006,2006,6228,Value,3043,ILO - ILO Modelled Estimates,USD,1104.5,X,Figure from international organizations,
OEA,Employment Indicators: Agriculture,237,Viet Nam,21085,Agriculture value added per worker (constant 2015 US$),1,Total,2007,2007,6228,Value,3043,ILO - ILO Modelled Estimates,USD,1164.87,X,Figure from international organizations,
OEA,Employment Indicators: Agriculture,237,Viet Nam,21085,Agriculture value added per worker (constant 2015 US$),1,Total,2008,2008,6228,Value,3043,ILO - ILO Modelled Estimates,USD,1202.56,X,Figure from international organizations,
OEA,Employment Indicators: Agriculture,237,Viet Nam,21085,Agriculture value added per worker (constant 2015 US$),1,Total,2009,2009,6228,Value,3043,ILO - ILO Modelled Estimates,USD,1214.66,X,Figure from international organizations,
OEA,Employment Indicators: Agriculture,237,Viet Nam,21085,Agriculture value added per worker (constant 2015 US$),1,Total,2010,2010,6228,Value,3043,ILO - ILO Modelled Estimates,USD,1159.5,X,Figure from international organizations,
OEA,Employment Indicators: Agriculture,237,Viet Nam,21085,Agriculture value added per worker (constant 2015 US$),1,Total,2011,2011,6228,Value,3043,ILO - ILO Modelled Estimates,USD,1197.5,X,Figure from international organizations,
OEA,Employment Indicators: Agriculture,237,Viet Nam,21085,Agriculture value added per worker (constant 2015 US$),1,Total,2012,2012,6228,Value,3043,ILO - ILO Modelled Estimates,USD,1241.85,X,Figure from international organizations,
OEA,Employment Indicators: Agriculture,237,Viet Nam,21085,Agriculture value added per worker (constant 2015 US$),1,Total,2013,2013,6228,Value,3043,ILO - ILO Modelled Estimates,USD,1263.42,X,Figure from international organizations,
OEA,Employment Indicators: Agriculture,237,Viet Nam,21085,Agriculture value added per worker (constant 2015 US$),1,Total,2014,2014,6228,Value,3043,ILO - ILO Modelled Estimates,USD,1303.56,X,Figure from international organizations,
